chemical,map
CID-14990024,61910
CID-44156863,61911
CID-12560031,61912
CID-10264307,61913
CID-162069,61914
CID-46200976,61915
CID-10339030,61916
CID-44456560,61917
CID-151543,61918
CID-78378,61919
CID-46885873,61920
CID-11548007,61921
CID-169021,61922
CID-15982613,61923
CID-10390922,61924
CID-164579,61925
CID-58204017,61926
CID-14531069,61927
CID-54434235,61928
CID-107557,61929
CID-53377236,61930
CID-54580144,61931
CID-44570961,61932
CID-22789199,61933
CID-49830476,61934
CID-53323268,61935
CID-10047339,61936
CID-107377,61937
CID-10370066,61938
CID-54673769,61939
CID-11488072,61940
CID-572516,61941
CID-25139065,61942
CID-24953286,61943
CID-54006399,61944
CID-71459076,61945
CID-57484925,61946
CID-52937324,61947
CID-563811,61948
CID-21864255,61949
CID-25349029,61950
CID-6917405,61951
CID-23073882,61952
CID-294651,61953
CID-11663835,61954
CID-44248065,61955
CID-11294809,61956
CID-14435080,61957
CID-11309475,61958
CID-9143,61959
CID-9921500,61960
CID-44437328,61961
CID-33528,61962
CID-71625711,61963
CID-57086633,61964
CID-10249398,61965
CID-124520,61966
CID-3082615,61967
CID-49799374,61968
CID-4477688,61969
CID-73181,61970
CID-113417,61971
CID-20112016,61972
CID-5460555,61973
CID-280907,61974
CID-57047517,61975
CID-159867,61976
CID-9952539,61977
CID-91393387,61978
CID-11157262,61979
CID-11029811,61980
CID-25130224,61981
CID-69305,61982
CID-20709,61983
CID-11812,61984
CID-46916278,61985
CID-91170040,61986
CID-197585,61987
CID-4567,61988
CID-71817847,61989
CID-45485962,61990
CID-56657939,61991
CID-58353838,61992
CID-19880922,61993
CID-44293081,61994
CID-10983633,61995
CID-10384802,61996
CID-53325251,61997
CID-11708048,61998
CID-93256,61999
CID-156894,62000
CID-11043643,62001
CID-164482,62002
CID-19008965,62003
CID-131575,62004
CID-125425,62005
CID-72545526,62006
CID-69008,62007
CID-64188,62008
CID-10441673,62009
CID-15667016,62010
CID-632711,62011
CID-10267656,62012
CID-10261795,62013
CID-5274015,62014
CID-53222738,62015
CID-10149757,62016
CID-10442227,62017
CID-10938662,62018
CID-4937,62019
CID-44430476,62020
CID-2443,62021
CID-238518,62022
CID-145701,62023
CID-9900803,62024
CID-18677531,62025
CID-546,62026
CID-57396484,62027
CID-44438673,62028
CID-54581357,62029
CID-44423041,62030
CID-20218,62031
CID-15941394,62032
CID-84340,62033
CID-170814,62034
CID-57340347,62035
CID-5316847,62036
CID-44541516,62037
CID-156472,62038
CID-53768061,62039
CID-42639316,62040
CID-53243409,62041
CID-193858,62042
CID-44391039,62043
CID-90845871,62044
CID-11751896,62045
CID-23017731,62046
CID-71584103,62047
CID-9238,62048
CID-58459099,62049
CID-24800409,62050
CID-31216,62051
CID-71770790,62052
CID-73347018,62053
CID-12889941,62054
CID-66549882,62055
CID-76307868,62056
CID-629512,62057
CID-379000,62058
CID-10010207,62059
CID-11354863,62060
CID-6475552,62061
CID-3064226,62062
CID-320281,62063
CID-42630318,62064
CID-94340,62065
CID-376290,62066
CID-79295,62067
CID-42639964,62068
CID-44567199,62069
CID-10245003,62070
CID-44309608,62071
CID-11565912,62072
CID-14163313,62073
CID-12299845,62074
CID-90811130,62075
CID-46223220,62076
CID-159842,62077
CID-46915077,62078
CID-9893532,62079
CID-10522242,62080
CID-163874,62081
CID-16760338,62082
CID-460893,62083
CID-25178573,62084
CID-23655323,62085
CID-2370,62086
CID-91063958,62087
CID-3000970,62088
CID-77018,62089
CID-10403483,62090
CID-12162532,62091
CID-35331,62092
CID-7394,62093
CID-91495723,62094
CID-10578062,62095
CID-53428962,62096
CID-91585374,62097
CID-45379848,62098
CID-3080868,62099
CID-71720911,62100
CID-1236449,62101
CID-131760,62102
CID-25242385,62103
CID-443168,62104
CID-11539873,62105
CID-9914931,62106
CID-164396,62107
CID-9810288,62108
CID-16659646,62109
CID-15392936,62110
CID-53326714,62111
CID-90816539,62112
CID-21628372,62113
CID-340214,62114
CID-70687730,62115
CID-67682,62116
CID-2773382,62117
CID-141750,62118
CID-44434810,62119
CID-638190,62120
CID-91515362,62121
CID-6792,62122
CID-17022,62123
CID-72792690,62124
CID-12639205,62125
CID-522479,62126
CID-193669,62127
CID-3035482,62128
CID-522391,62129
CID-187760,62130
CID-12607584,62131
CID-511780,62132
CID-190859,62133
CID-10840068,62134
CID-24701731,62135
CID-441970,62136
CID-46882214,62137
CID-537109,62138
CID-44319340,62139
CID-70694673,62140
CID-71368906,62141
CID-136634,62142
CID-71456410,62143
CID-4965,62144
CID-6728945,62145
CID-46932512,62146
CID-1285,62147
CID-91027590,62148
CID-10220882,62149
CID-91407761,62150
CID-52922064,62151
CID-91317413,62152
CID-61221,62153
CID-46905057,62154
CID-85664883,62155
CID-497896,62156
CID-78084,62157
CID-5748177,62158
CID-2778406,62159
CID-131,62160
CID-44454587,62161
CID-68288384,62162
CID-9636,62163
CID-25202609,62164
CID-91188457,62165
CID-22411400,62166
CID-7294,62167
CID-182076,62168
CID-54578104,62169
CID-133848,62170
CID-54159140,62171
CID-23156998,62172
CID-21350545,62173
CID-91458752,62174
CID-23634170,62175
CID-40424067,62176
CID-10020353,62177
CID-10824139,62178
CID-57348531,62179
CID-22485396,62180
CID-11378093,62181
CID-10536335,62182
CID-16720744,62183
CID-555085,62184
CID-70681624,62185
CID-480798,62186
CID-620816,62187
CID-584469,62188
CID-22721258,62189
CID-16061341,62190
CID-15606675,62191
CID-57339219,62192
CID-9222,62193
CID-3039108,62194
CID-10035401,62195
CID-10393715,62196
CID-21985432,62197
CID-10927323,62198
CID-2773804,62199
CID-44453654,62200
CID-4790,62201
CID-265574,62202
CID-24785180,62203
CID-44454724,62204
CID-3015065,62205
CID-37012,62206
CID-141995,62207
CID-12379711,62208
CID-92970,62209
CID-28638,62210
CID-11077775,62211
CID-44331896,62212
CID-44414391,62213
CID-253428,62214
CID-45481884,62215
CID-23105178,62216
CID-9820766,62217
CID-62574,62218
CID-54409273,62219
CID-14107801,62220
CID-213192,62221
CID-10200844,62222
CID-53321355,62223
CID-56977539,62224
CID-1809,62225
CID-50904905,62226
CID-44221714,62227
CID-549976,62228
CID-17762785,62229
CID-46231268,62230
CID-6427071,62231
CID-6326067,62232
CID-308371,62233
CID-5328252,62234
CID-380970,62235
CID-223130,62236
CID-25210471,62237
CID-132963,62238
CID-131096,62239
CID-3783025,62240
CID-86575986,62241
CID-67044,62242
CID-9824474,62243
CID-45485063,62244
CID-67742,62245
CID-13556850,62246
CID-11336871,62247
CID-579336,62248
CID-71699989,62249
CID-220551,62250
CID-15897,62251
CID-72938,62252
CID-3017021,62253
CID-566758,62254
CID-49865599,62255
CID-714542,62256
CID-174011,62257
CID-124313,62258
CID-44550843,62259
CID-24837234,62260
CID-91214400,62261
CID-71662078,62262
CID-172743,62263
CID-2060036,62264
CID-446143,62265
CID-91480506,62266
CID-57138266,62267
CID-12736075,62268
CID-288362,62269
CID-42597613,62270
CID-61033,62271
CID-439504,62272
CID-50994613,62273
CID-90645425,62274
CID-12252739,62275
CID-46913409,62276
CID-3083326,62277
CID-44564227,62278
CID-5842,62279
CID-125677,62280
CID-4715095,62281
CID-21068502,62282
CID-171493,62283
CID-187287,62284
CID-44303946,62285
CID-44455485,62286
CID-90859675,62287
CID-11459180,62288
CID-223179,62289
CID-5330490,62290
CID-20691064,62291
CID-25075918,62292
CID-44180409,62293
CID-9881885,62294
CID-50993592,62295
CID-195827,62296
CID-440022,62297
CID-3010273,62298
CID-91254130,62299
CID-128704,62300
CID-189904,62301
CID-6429099,62302
CID-175948,62303
CID-44451259,62304
CID-10887117,62305
CID-16061258,62306
CID-20238538,62307
CID-9571089,62308
CID-5490177,62309
CID-54091563,62310
CID-192281,62311
CID-5354459,62312
CID-44321602,62313
CID-44626330,62314
CID-12371,62315
CID-52948742,62316
CID-23729077,62317
CID-15211200,62318
CID-11983274,62319
CID-872,62320
CID-107756,62321
CID-11680,62322
CID-10214918,62323
CID-19940200,62324
CID-6444095,62325
CID-10155149,62326
CID-71112,62327
CID-11562732,62328
CID-27504,62329
CID-9861430,62330
CID-10555107,62331
CID-73682,62332
CID-16755857,62333
CID-1441,62334
CID-79106,62335
CID-3080954,62336
CID-122854,62337
CID-448151,62338
CID-44299842,62339
CID-17865358,62340
CID-3462650,62341
CID-11634505,62342
CID-49836410,62343
CID-10449091,62344
CID-3084975,62345
CID-216721,62346
CID-23631555,62347
CID-11292680,62348
CID-115348,62349
CID-12215037,62350
CID-10291405,62351
CID-95168,62352
CID-22258421,62353
CID-122312,62354
CID-264840,62355
CID-68960,62356
CID-251431,62357
CID-56966790,62358
CID-5315531,62359
CID-6497,62360
CID-16085811,62361
CID-4452691,62362
CID-10331473,62363
CID-162286,62364
CID-11193367,62365
CID-10366055,62366
CID-71183901,62367
CID-56988477,62368
CID-25200417,62369
CID-8314,62370
CID-4108322,62371
CID-152328,62372
CID-23724675,62373
CID-53297369,62374
CID-198746,62375
CID-97,62376
CID-14607535,62377
CID-45267076,62378
CID-68669,62379
CID-24950397,62380
CID-44403211,62381
CID-54583210,62382
CID-19068133,62383
CID-10674055,62384
CID-15110492,62385
CID-10034461,62386
CID-129364,62387
CID-15659176,62388
CID-745,62389
CID-97048,62390
CID-16102853,62391
CID-91209266,62392
CID-23374692,62393
CID-100606,62394
CID-2780925,62395
CID-161820,62396
CID-57404487,62397
CID-32465,62398
CID-23646175,62399
CID-162902,62400
CID-51030710,62401
CID-68677,62402
CID-17837595,62403
CID-11566757,62404
CID-24463,62405
CID-73348866,62406
CID-23582678,62407
CID-57749959,62408
CID-24801864,62409
CID-16045714,62410
CID-44598180,62411
CID-16735385,62412
CID-22629991,62413
CID-13180,62414
CID-3393979,62415
CID-22933,62416
CID-443730,62417
CID-1641,62418
CID-23192176,62419
CID-66799808,62420
CID-65120,62421
CID-10420,62422
CID-11024236,62423
CID-44361485,62424
CID-71748587,62425
CID-478440,62426
CID-52922031,62427
CID-9191,62428
CID-76325643,62429
CID-90983401,62430
CID-9972838,62431
CID-23399441,62432
CID-194114,62433
CID-535712,62434
CID-44346002,62435
CID-67300481,62436
CID-90722047,62437
CID-194237,62438
CID-70641,62439
CID-13236802,62440
CID-23631192,62441
CID-11520555,62442
CID-198335,62443
CID-19375431,62444
CID-14475145,62445
CID-91153497,62446
CID-213037,62447
CID-387951,62448
CID-9814674,62449
CID-70678819,62450
CID-3293437,62451
CID-227773,62452
CID-13152,62453
CID-4045,62454
CID-20264304,62455
CID-56841575,62456
CID-447989,62457
CID-11036499,62458
CID-5330433,62459
CID-6436200,62460
CID-10699998,62461
CID-44426240,62462
CID-120144,62463
CID-46917563,62464
CID-21686215,62465
CID-21610113,62466
CID-161664,62467
CID-16099446,62468
CID-20317991,62469
CID-132966,62470
CID-191032,62471
CID-49800090,62472
CID-7019107,62473
CID-67832,62474
CID-10060039,62475
CID-98787,62476
CID-2724969,62477
CID-54132852,62478
CID-129306,62479
CID-669131,62480
CID-20270653,62481
CID-44344248,62482
CID-53325045,62483
CID-44454943,62484
CID-54196285,62485
CID-10649475,62486
CID-44132338,62487
CID-127066,62488
CID-44428550,62489
CID-11263679,62490
CID-643720,62491
CID-90995548,62492
CID-6476036,62493
CID-71680734,62494
CID-24415,62495
CID-74261,62496
CID-23189033,62497
CID-68236,62498
CID-108057,62499
CID-90965734,62500
CID-91314195,62501
CID-94358,62502
CID-11799979,62503
CID-90867187,62504
CID-54526002,62505
CID-10050194,62506
CID-157431,62507
CID-16139713,62508
CID-56656442,62509
CID-139991,62510
CID-402863,62511
CID-11482282,62512
CID-11153312,62513
CID-46889911,62514
CID-494250,62515
CID-40772,62516
CID-44444401,62517
CID-91543614,62518
CID-10058925,62519
CID-76319786,62520
CID-10937639,62521
CID-11735598,62522
CID-20744860,62523
CID-22395690,62524
CID-12995,62525
CID-41320,62526
CID-17751548,62527
CID-44379297,62528
CID-14334326,62529
CID-44387811,62530
CID-11767594,62531
CID-65318,62532
CID-24729338,62533
CID-45269302,62534
CID-2734809,62535
CID-20067468,62536
CID-457819,62537
CID-444737,62538
CID-11241984,62539
CID-90781042,62540
CID-345751,62541
CID-2737239,62542
CID-46233039,62543
CID-135818,62544
CID-72962,62545
CID-171606,62546
CID-379651,62547
CID-123742,62548
CID-522810,62549
CID-16760619,62550
CID-53714399,62551
CID-10953573,62552
CID-91048210,62553
CID-2756808,62554
CID-90655069,62555
CID-12647985,62556
CID-12619140,62557
CID-24180494,62558
CID-56935984,62559
CID-76314623,62560
CID-16061066,62561
CID-91327589,62562
CID-10142654,62563
CID-155765,62564
CID-458092,62565
CID-65219,62566
CID-23110829,62567
CID-53760889,62568
CID-448155,62569
CID-66645605,62570
CID-53377238,62571
CID-44293027,62572
CID-178004,62573
CID-85827283,62574
CID-20417,62575
CID-11160305,62576
CID-44179016,62577
CID-448780,62578
CID-49780370,62579
CID-219264,62580
CID-24759622,62581
CID-44274716,62582
CID-189806,62583
CID-44224638,62584
CID-3014357,62585
CID-2723691,62586
CID-27919,62587
CID-24900341,62588
CID-44434093,62589
CID-66998957,62590
CID-51351756,62591
CID-1268107,62592
CID-71658737,62593
CID-3031661,62594
CID-3844407,62595
CID-127683,62596
CID-14652730,62597
CID-318299,62598
CID-599380,62599
CID-5637,62600
CID-84086,62601
CID-154432,62602
CID-62356,62603
CID-12233073,62604
CID-54392259,62605
CID-74227,62606
CID-127308,62607
CID-11016871,62608
CID-90756518,62609
CID-57400590,62610
CID-6402,62611
CID-28167,62612
CID-9825149,62613
CID-133967,62614
CID-11953794,62615
CID-2724879,62616
CID-163075,62617
CID-20358743,62618
CID-286134,62619
CID-56849864,62620
CID-19375979,62621
CID-11765813,62622
CID-56955087,62623
CID-15981916,62624
CID-443701,62625
CID-24783396,62626
CID-402595,62627
CID-24682,62628
CID-10893,62629
CID-57521888,62630
CID-221526,62631
CID-61301,62632
CID-22274469,62633
CID-45485202,62634
CID-18950125,62635
CID-11713159,62636
CID-133818,62637
CID-10372933,62638
CID-12594456,62639
CID-24892814,62640
CID-21974448,62641
CID-15174983,62642
CID-65003,62643
CID-5329376,62644
CID-10639325,62645
CID-70698380,62646
CID-11247522,62647
CID-10548617,62648
CID-23648055,62649
CID-65717,62650
CID-5329388,62651
CID-64078,62652
CID-57416734,62653
CID-422370,62654
CID-91586724,62655
CID-9865515,62656
CID-44596810,62657
CID-44572616,62658
CID-333408,62659
CID-86037807,62660
CID-91358393,62661
CID-5397265,62662
CID-38050,62663
CID-5317306,62664
CID-16220223,62665
CID-44338192,62666
CID-60760,62667
CID-44420736,62668
CID-3000967,62669
CID-104802,62670
CID-70128928,62671
CID-132549,62672
CID-178824,62673
CID-16682993,62674
CID-14154381,62675
CID-16686090,62676
CID-25195622,62677
CID-11703595,62678
CID-11052781,62679
CID-590963,62680
CID-22094793,62681
CID-16086100,62682
CID-131289,62683
CID-10369691,62684
CID-15290037,62685
CID-54164584,62686
CID-148095,62687
CID-16118945,62688
CID-53341544,62689
CID-3032391,62690
CID-6947,62691
CID-25266001,62692
CID-44178080,62693
CID-44325689,62694
CID-44588801,62695
CID-10083892,62696
CID-9847231,62697
CID-56671922,62698
CID-22607120,62699
CID-44451282,62700
CID-58929972,62701
CID-133825,62702
CID-90644290,62703
CID-192457,62704
CID-11625932,62705
CID-24773892,62706
CID-71379158,62707
CID-11020784,62708
CID-156934,62709
CID-100579,62710
CID-53819133,62711
CID-150835,62712
CID-11642,62713
CID-10422220,62714
CID-12252,62715
CID-91357785,62716
CID-90665964,62717
CID-46884584,62718
CID-10020,62719
CID-44436601,62720
CID-18694247,62721
CID-14315035,62722
CID-3760,62723
CID-615861,62724
CID-10415870,62725
CID-72945112,62726
CID-59651954,62727
CID-12600,62728
CID-44325129,62729
CID-44158197,62730
CID-44280180,62731
CID-3081785,62732
CID-44295637,62733
CID-44247647,62734
CID-80148,62735
CID-12621592,62736
CID-641760,62737
CID-1467,62738
CID-16095400,62739
CID-9820391,62740
CID-24995681,62741
CID-19708695,62742
CID-56659949,62743
CID-42642712,62744
CID-66784,62745
CID-76308829,62746
CID-10302451,62747
CID-45486325,62748
CID-76312358,62749
CID-24757913,62750
CID-90403741,62751
CID-13149931,62752
CID-11243768,62753
CID-66043,62754
CID-76308747,62755
CID-24744683,62756
CID-13710695,62757
CID-46890893,62758
CID-44344955,62759
CID-5152252,62760
CID-25102119,62761
CID-22018856,62762
CID-54169356,62763
CID-121948,62764
CID-10861198,62765
CID-60202647,62766
CID-42646199,62767
CID-25001002,62768
CID-10269891,62769
CID-146220,62770
CID-45485916,62771
CID-440685,62772
CID-8900,62773
CID-12759013,62774
CID-5063078,62775
CID-11779541,62776
CID-136539,62777
CID-12254050,62778
CID-70680057,62779
CID-170935,62780
CID-181461,62781
CID-49806720,62782
CID-34007,62783
CID-11030427,62784
CID-49770727,62785
CID-5327186,62786
CID-9865421,62787
CID-91697606,62788
CID-7389,62789
CID-44557419,62790
CID-11827053,62791
CID-73355133,62792
CID-44584302,62793
CID-76329181,62794
CID-168074,62795
CID-51892084,62796
CID-3050259,62797
CID-11300618,62798
CID-44400473,62799
CID-57387776,62800
CID-11190667,62801
CID-5287431,62802
CID-24894012,62803
CID-44442193,62804
CID-97075,62805
CID-3151866,62806
CID-9819322,62807
CID-9809478,62808
CID-143010,62809
CID-16750098,62810
CID-45270274,62811
CID-16105880,62812
CID-9857422,62813
CID-44405205,62814
CID-13830320,62815
CID-5631,62816
CID-4095310,62817
CID-25074411,62818
CID-21133368,62819
CID-11307083,62820
CID-15684207,62821
CID-71281,62822
CID-5464074,62823
CID-13992126,62824
CID-10450279,62825
CID-119207,62826
CID-7010612,62827
CID-87754186,62828
CID-9815545,62829
CID-14978933,62830
CID-5491922,62831
CID-138538,62832
CID-86236051,62833
CID-18666953,62834
CID-71660496,62835
CID-44434079,62836
CID-3083581,62837
CID-22633332,62838
CID-58757229,62839
CID-23425815,62840
CID-91056687,62841
CID-23654166,62842
CID-90960319,62843
CID-10394882,62844
CID-25019993,62845
CID-24951156,62846
CID-11293213,62847
CID-11573803,62848
CID-877572,62849
CID-74891877,62850
CID-221845,62851
CID-150863,62852
CID-16046056,62853
CID-5372603,62854
CID-9846731,62855
CID-11816174,62856
CID-11169695,62857
CID-11748499,62858
CID-3465096,62859
CID-228603,62860
CID-6443829,62861
CID-5328009,62862
CID-56676309,62863
CID-56663021,62864
CID-15516021,62865
CID-254017,62866
CID-69262619,62867
CID-53772214,62868
CID-14144566,62869
CID-11559750,62870
CID-57339800,62871
CID-25243839,62872
CID-57416729,62873
CID-578495,62874
CID-12031,62875
CID-44560532,62876
CID-3045346,62877
CID-42616,62878
CID-44292490,62879
CID-13956205,62880
CID-83708,62881
CID-876,62882
CID-57320380,62883
CID-215370,62884
CID-105148,62885
CID-11326815,62886
CID-10257477,62887
CID-52947917,62888
CID-4574094,62889
CID-158946,62890
CID-20043767,62891
CID-12325176,62892
CID-44564399,62893
CID-22729923,62894
CID-13435826,62895
CID-72164591,62896
CID-45086299,62897
CID-76438,62898
CID-11581304,62899
CID-5413,62900
CID-170966,62901
CID-441379,62902
CID-125429,62903
CID-9815968,62904
CID-52921876,62905
CID-2759163,62906
CID-10854005,62907
CID-486207,62908
CID-91539491,62909
CID-90942837,62910
CID-9945366,62911
CID-244,62912
CID-71433610,62913
CID-11788310,62914
CID-408257,62915
CID-25099762,62916
CID-91030681,62917
CID-71350064,62918
CID-77328,62919
CID-71362010,62920
CID-46926364,62921
CID-91525627,62922
CID-90825079,62923
CID-86598188,62924
CID-10368031,62925
CID-550598,62926
CID-91159460,62927
CID-5317434,62928
CID-3239785,62929
CID-58994468,62930
CID-45270503,62931
CID-60573,62932
CID-44401284,62933
CID-72216,62934
CID-439736,62935
CID-87502,62936
CID-5328293,62937
CID-11226340,62938
CID-16666482,62939
CID-18774,62940
CID-14359226,62941
CID-91566748,62942
CID-6325756,62943
CID-44154858,62944
CID-11990852,62945
CID-46224663,62946
CID-44380919,62947
CID-440719,62948
CID-70678415,62949
CID-9796290,62950
CID-11556070,62951
CID-46882628,62952
CID-353074,62953
CID-44373712,62954
CID-90727152,62955
