drug,map
CID-6137,200298
CID-44419701,200299
CID-5289418,200300
CID-24857893,200301
CID-159355,200302
CID-3081914,200303
CID-1893668,200304
CID-444865,200305
CID-46890339,200306
CID-9911502,200307
CID-6435415,200308
CID-44403404,200309
CID-16738356,200310
CID-16110288,200311
CID-6540043,200312
CID-11494891,200313
CID-10307922,200314
CID-44126812,200315
CID-5826,200316
CID-46226252,200317
CID-71655433,200318
CID-11428356,200319
CID-21950279,200320
CID-53380803,200321
CID-91820725,200322
CID-3075615,200323
CID-16203666,200324
CID-66377,200325
CID-11447748,200326
CID-25234918,200327
CID-10543066,200328
CID-441302,200329
CID-44456412,200330
CID-12066684,200331
CID-5359405,200332
CID-23700090,200333
CID-44418723,200334
CID-3506204,200335
CID-831616,200336
CID-44590783,200337
CID-10364826,200338
CID-44543118,200339
CID-23648267,200340
CID-11528707,200341
CID-52943751,200342
CID-11572699,200343
CID-10245844,200344
CID-44427183,200345
CID-7163177,200346
CID-5311454,200347
CID-24749595,200348
CID-14016348,200349
CID-5311198,200350
CID-21397854,200351
CID-44396631,200352
CID-17024757,200353
CID-44568808,200354
CID-24987688,200355
CID-5360545,200356
CID-5326669,200357
CID-71519431,200358
CID-4474224,200359
CID-10433084,200360
CID-44356550,200361
CID-25190769,200362
CID-12811064,200363
CID-724217,200364
CID-1201332,200365
CID-46848006,200366
CID-44408739,200367
CID-46230706,200368
CID-446134,200369
CID-25060069,200370
CID-6917952,200371
CID-64637,200372
CID-13680885,200373
CID-46877395,200374
CID-5287834,200375
CID-46232034,200376
CID-405560,200377
CID-3645780,200378
CID-44457307,200379
CID-49843567,200380
CID-11637964,200381
CID-10421346,200382
CID-268297,200383
CID-44421368,200384
CID-25125452,200385
CID-5281004,200386
CID-9829395,200387
CID-6539765,200388
CID-46232723,200389
CID-12226576,200390
CID-44418885,200391
CID-128919,200392
CID-16105563,200393
CID-216327,200394
CID-10881548,200395
CID-197714,200396
CID-165675,200397
CID-3080614,200398
CID-44299092,200399
CID-656902,200400
CID-444539,200401
CID-5359966,200402
CID-44408324,200403
CID-13298530,200404
CID-5003498,200405
CID-6917655,200406
CID-44397671,200407
CID-13373305,200408
CID-56840880,200409
CID-60824,200410
CID-5288320,200411
CID-446947,200412
CID-24754814,200413
CID-9828766,200414
CID-6603913,200415
CID-7509,200416
CID-24880024,200417
CID-44428306,200418
CID-3082754,200419
CID-44429060,200420
CID-44273338,200421
CID-5311320,200422
CID-44542195,200423
CID-71306414,200424
CID-44371300,200425
CID-4729240,200426
CID-52947733,200427
CID-446876,200428
CID-947434,200429
CID-44389018,200430
CID-72202696,200431
CID-564225,200432
CID-45481844,200433
CID-18770812,200434
CID-6539805,200435
CID-11824289,200436
CID-2857,200437
CID-86278334,200438
CID-13569172,200439
CID-25218519,200440
CID-156419,200441
CID-44613455,200442
CID-75816,200443
CID-10909430,200444
CID-19096138,200445
CID-490662,200446
CID-44430024,200447
CID-9933193,200448
CID-46937055,200449
CID-45480413,200450
CID-11953367,200451
CID-173616,200452
CID-439693,200453
CID-45480144,200454
CID-91827387,200455
CID-24739943,200456
CID-9890435,200457
CID-91827350,200458
CID-25333445,200459
CID-441281,200460
CID-6444688,200461
CID-13085778,200462
CID-91827370,200463
CID-46233197,200464
CID-11521736,200465
CID-10353807,200466
CID-44410800,200467
CID-44409502,200468
CID-446386,200469
CID-44407494,200470
CID-3870203,200471
CID-25138699,200472
CID-9427,200473
CID-91933883,200474
CID-15353879,200475
CID-5311116,200476
CID-16218860,200477
CID-440121,200478
CID-6433099,200479
CID-6603820,200480
CID-25108235,200481
CID-10592514,200482
CID-65098,200483
CID-44302701,200484
CID-44583427,200485
CID-44312363,200486
CID-44433256,200487
CID-521293,200488
CID-312765,200489
CID-53956,200490
CID-99290,200491
CID-9884642,200492
CID-6915944,200493
CID-4251126,200494
CID-11314132,200495
CID-11543610,200496
CID-12751500,200497
CID-4310,200498
CID-131704191,200499
CID-16040289,200500
CID-6323178,200501
CID-16049404,200502
CID-44563076,200503
CID-6603756,200504
CID-45482643,200505
CID-6116651,200506
CID-448580,200507
CID-44405653,200508
CID-9805452,200509
CID-5280880,200510
CID-22266820,200511
CID-440996,200512
CID-25099144,200513
CID-11739248,200514
CID-10915062,200515
CID-5288437,200516
CID-360772,200517
CID-42618033,200518
CID-5200169,200519
CID-44409505,200520
CID-16221495,200521
CID-133008,200522
CID-16109426,200523
CID-10018465,200524
CID-5326972,200525
CID-11665560,200526
CID-16181638,200527
CID-44418355,200528
CID-154118,200529
CID-9916412,200530
CID-445226,200531
CID-657272,200532
CID-44388102,200533
CID-44561134,200534
CID-5281670,200535
CID-73755147,200536
CID-71992,200537
CID-46937170,200538
CID-44420099,200539
CID-197400,200540
CID-208925,200541
CID-9904965,200542
CID-65954,200543
CID-10444977,200544
CID-119138,200545
CID-72941992,200546
CID-6539782,200547
CID-9867934,200548
CID-10574241,200549
CID-3718733,200550
CID-10815529,200551
CID-449125,200552
CID-44253415,200553
CID-45271621,200554
CID-16760524,200555
CID-10106214,200556
CID-24779677,200557
CID-44437868,200558
CID-76328755,200559
CID-44393020,200560
CID-15991588,200561
CID-448327,200562
CID-44579921,200563
CID-44415771,200564
CID-10198247,200565
CID-9964781,200566
CID-44328640,200567
CID-44388431,200568
CID-10102003,200569
CID-5325817,200570
CID-8223,200571
CID-24905535,200572
CID-46184986,200573
CID-44573698,200574
CID-90488984,200575
CID-439284,200576
CID-11840968,200577
CID-24849867,200578
CID-10468648,200579
CID-11840913,200580
CID-9942127,200581
CID-10192846,200582
CID-13580711,200583
CID-5377857,200584
CID-444237,200585
CID-676112,200586
CID-65665,200587
CID-9892860,200588
CID-5326843,200589
CID-9831419,200590
CID-86278362,200591
CID-44460743,200592
CID-4358,200593
CID-11316084,200594
CID-67678,200595
CID-24759786,200596
CID-56962337,200597
CID-16259,200598
CID-4713445,200599
CID-16124785,200600
CID-10090192,200601
CID-5288706,200602
CID-104850,200603
CID-208910,200604
CID-121328278,200605
CID-95065,200606
CID-24857794,200607
CID-9816478,200608
CID-10112904,200609
CID-16100410,200610
CID-44408653,200611
CID-16124208,200612
CID-5712057,200613
CID-44129612,200614
CID-9848832,200615
CID-162603,200616
CID-9928260,200617
CID-443872,200618
CID-4469,200619
CID-9796408,200620
CID-445967,200621
CID-24757297,200622
CID-11587151,200623
CID-131704187,200624
CID-5755869,200625
CID-11553058,200626
CID-44434486,200627
CID-137321148,200628
CID-11564861,200629
CID-11709032,200630
CID-11312382,200631
CID-473572,200632
CID-71611869,200633
CID-10904165,200634
CID-44275929,200635
CID-9893250,200636
CID-11176403,200637
CID-11493344,200638
CID-4167,200639
CID-5790,200640
CID-14611919,200641
CID-56947023,200642
CID-248986,200643
CID-10705079,200644
CID-44456187,200645
CID-16728608,200646
CID-6420178,200647
CID-44439875,200648
CID-5754,200649
CID-9957278,200650
CID-10152438,200651
CID-5472440,200652
CID-44428831,200653
CID-11494297,200654
CID-73755256,200655
CID-51352361,200656
CID-16204046,200657
CID-1483443,200658
CID-3025986,200659
CID-44149146,200660
CID-9861547,200661
CID-73755018,200662
CID-448171,200663
CID-122267,200664
CID-9929033,200665
CID-44388693,200666
CID-5288101,200667
CID-44414708,200668
CID-24849153,200669
CID-9842252,200670
CID-10997754,200671
CID-10853103,200672
CID-65304,200673
CID-439356,200674
CID-46889764,200675
CID-9866893,200676
CID-9921499,200677
CID-159252,200678
CID-24971327,200679
CID-9543427,200680
CID-493570,200681
CID-32057519,200682
CID-44567543,200683
CID-718154,200684
CID-14840431,200685
CID-44235634,200686
CID-56927674,200687
CID-774282,200688
CID-44407168,200689
CID-71236992,200690
CID-5478865,200691
CID-11277481,200692
CID-49799108,200693
CID-6438587,200694
CID-3415,200695
CID-6440180,200696
CID-131704276,200697
CID-9572880,200698
CID-447771,200699
CID-11472798,200700
CID-45103912,200701
CID-65359,200702
CID-91820714,200703
CID-46936871,200704
CID-44571080,200705
CID-10353493,200706
CID-9949656,200707
CID-9932483,200708
CID-14355088,200709
CID-6443223,200710
CID-446553,200711
CID-10490493,200712
CID-52943938,200713
CID-44587265,200714
CID-44388051,200715
CID-23653503,200716
CID-44320910,200717
CID-443600,200718
CID-668712,200719
CID-445481,200720
CID-6917049,200721
CID-10010225,200722
CID-9919495,200723
CID-2385968,200724
CID-44329714,200725
CID-51025163,200726
CID-25244957,200727
CID-6992039,200728
CID-9929984,200729
CID-16735841,200730
CID-44583387,200731
CID-9888484,200732
CID-22636319,200733
CID-444475,200734
CID-24873518,200735
CID-24884690,200736
CID-9915610,200737
CID-167250,200738
CID-5487663,200739
CID-9868491,200740
CID-44418368,200741
CID-44388047,200742
CID-447524,200743
CID-27686,200744
CID-52942034,200745
CID-5322399,200746
CID-52943691,200747
CID-9925361,200748
CID-5871,200749
CID-5280489,200750
CID-4369497,200751
CID-11740077,200752
CID-55191,200753
CID-11289486,200754
CID-91827381,200755
CID-44320078,200756
CID-314123,200757
CID-132181,200758
CID-14253,200759
CID-5280723,200760
CID-26987,200761
CID-10219702,200762
CID-44584689,200763
CID-177230,200764
CID-690399,200765
CID-9944615,200766
CID-46888571,200767
CID-14231197,200768
CID-5289082,200769
CID-11464526,200770
CID-447536,200771
CID-24794406,200772
CID-44568811,200773
CID-5311426,200774
CID-5289122,200775
CID-2144,200776
CID-16658353,200777
CID-14802539,200778
CID-10772467,200779
CID-5387783,200780
CID-11718722,200781
CID-5327686,200782
CID-9797919,200783
CID-53394037,200784
CID-44563955,200785
CID-6383950,200786
CID-11952989,200787
CID-10261406,200788
CID-10111838,200789
CID-25059820,200790
CID-11701860,200791
CID-14899645,200792
CID-11125778,200793
CID-2368773,200794
CID-44409589,200795
CID-10938,200796
CID-10086414,200797
CID-6401016,200798
CID-5281078,200799
CID-1021453,200800
CID-5284371,200801
CID-9874592,200802
CID-16078,200803
CID-9927379,200804
CID-9964424,200805
CID-6917988,200806
CID-9921539,200807
CID-23730136,200808
CID-46887439,200809
CID-6438384,200810
CID-9903358,200811
CID-60697,200812
CID-16221267,200813
CID-412201,200814
CID-9600408,200815
CID-11666354,200816
CID-10304110,200817
CID-49792852,200818
CID-4369496,200819
CID-10410511,200820
CID-10411224,200821
CID-5388937,200822
CID-16130647,200823
CID-261861,200824
CID-5287438,200825
CID-91668541,200826
CID-25058141,200827
CID-44434057,200828
CID-6177872,200829
CID-24949079,200830
CID-46887506,200831
CID-5330597,200832
CID-67156338,200833
CID-10202471,200834
CID-131460,200835
CID-447066,200836
CID-5951,200837
CID-10007341,200838
CID-439183,200839
CID-44549372,200840
CID-5283066,200841
CID-7027,200842
CID-603306,200843
CID-44414862,200844
CID-11851424,200845
CID-2142309,200846
CID-11807783,200847
CID-9903757,200848
CID-16747727,200849
CID-2391700,200850
CID-11961293,200851
CID-16727408,200852
CID-15978579,200853
CID-44426828,200854
CID-9964324,200855
CID-12193680,200856
CID-10150081,200857
CID-45483446,200858
CID-46937100,200859
CID-14177141,200860
CID-4373578,200861
CID-2770166,200862
CID-46233268,200863
CID-6918653,200864
CID-17975425,200865
CID-15950376,200866
CID-6082,200867
CID-91557,200868
CID-6918822,200869
CID-10740201,200870
CID-10313372,200871
CID-6852140,200872
CID-5281514,200873
CID-16124688,200874
CID-134823904,200875
CID-137153,200876
CID-25023868,200877
CID-5312968,200878
CID-12495134,200879
CID-71733822,200880
CID-50898447,200881
CID-44400368,200882
CID-11218743,200883
CID-16490,200884
CID-439352,200885
CID-9826770,200886
CID-5288103,200887
CID-9618971,200888
CID-281833,200889
CID-9576797,200890
CID-46937079,200891
CID-44586189,200892
CID-11645153,200893
CID-5283035,200894
CID-9823846,200895
CID-11609955,200896
CID-448297,200897
CID-22833565,200898
CID-57887228,200899
CID-11529627,200900
CID-24800833,200901
CID-108167,200902
CID-3092847,200903
CID-19096151,200904
CID-13660216,200905
CID-11329481,200906
CID-447362,200907
CID-6604889,200908
CID-10278166,200909
CID-129776,200910
CID-5492110,200911
CID-11245073,200912
CID-44243461,200913
CID-445612,200914
CID-16122555,200915
CID-16750524,200916
CID-5280353,200917
CID-10196533,200918
CID-57990869,200919
CID-293339,200920
CID-2343,200921
CID-24954989,200922
CID-3433937,200923
CID-2049536,200924
CID-44393620,200925
CID-5362485,200926
CID-444599,200927
CID-445072,200928
CID-238432,200929
CID-44405788,200930
CID-10315818,200931
CID-15887436,200932
CID-73755243,200933
CID-44386957,200934
CID-44176354,200935
CID-25151352,200936
CID-16156517,200937
CID-24806280,200938
CID-44289108,200939
CID-46080,200940
CID-13155595,200941
CID-46887215,200942
CID-57381112,200943
CID-3574432,200944
CID-46891274,200945
CID-156314,200946
CID-53494934,200947
CID-10021946,200948
CID-5311340,200949
CID-121249291,200950
CID-3467590,200951
CID-6102708,200952
CID-13580028,200953
CID-6324620,200954
CID-16116566,200955
CID-91810664,200956
CID-11196500,200957
CID-446239,200958
CID-5280450,200959
CID-44412158,200960
CID-9925908,200961
CID-6918097,200962
CID-6537153,200963
CID-44437872,200964
CID-60729,200965
CID-24905596,200966
CID-11710462,200967
CID-180335,200968
CID-24894153,200969
CID-16221211,200970
CID-10062713,200971
CID-44429288,200972
CID-44543082,200973
CID-9932718,200974
CID-16658352,200975
CID-46871935,200976
CID-11314275,200977
CID-10390222,200978
CID-44588783,200979
CID-44431707,200980
CID-44393544,200981
CID-44151977,200982
CID-44371614,200983
CID-44376060,200984
CID-78357761,200985
CID-46901444,200986
CID-443130,200987
CID-16759925,200988
CID-57381997,200989
CID-5329099,200990
CID-6440384,200991
CID-95927,200992
CID-44567628,200993
CID-5311051,200994
CID-9873663,200995
CID-44568836,200996
CID-31036,200997
CID-91827342,200998
CID-5384532,200999
CID-24882195,201000
CID-5318,201001
CID-46937075,201002
CID-10282223,201003
CID-46937097,201004
CID-46834285,201005
CID-6918340,201006
CID-11385845,201007
CID-71717297,201008
CID-5462471,201009
CID-6128,201010
CID-44456347,201011
CID-44405448,201012
CID-5288867,201013
CID-44418344,201014
CID-44418889,201015
CID-53323315,201016
CID-52948369,201017
CID-46937073,201018
CID-9812839,201019
CID-5288799,201020
CID-9887303,201021
CID-67161540,201022
CID-6057,201023
CID-5164,201024
CID-3684533,201025
CID-44366241,201026
CID-91623361,201027
CID-5311274,201028
CID-11679580,201029
CID-72721,201030
CID-12549536,201031
CID-25058133,201032
CID-44428616,201033
CID-16719674,201034
CID-131704316,201035
CID-49860169,201036
CID-10058694,201037
CID-44453397,201038
CID-5362124,201039
CID-5282761,201040
CID-12098585,201041
CID-6321408,201042
CID-11335419,201043
CID-65775,201044
CID-14969,201045
CID-44388059,201046
CID-11704260,201047
CID-3048504,201048
CID-154656,201049
CID-15462540,201050
CID-68765,201051
CID-11987874,201052
CID-24130362,201053
CID-11666341,201054
CID-10324223,201055
CID-60961,201056
CID-5283141,201057
CID-11846479,201058
CID-72106,201059
CID-11849196,201060
CID-71456,201061
CID-44409846,201062
CID-44299142,201063
CID-44397335,201064
CID-720633,201065
CID-123493,201066
CID-5353370,201067
CID-45487941,201068
CID-512326,201069
CID-44592117,201070
CID-44568795,201071
CID-11520823,201072
CID-442343,201073
CID-24899923,201074
CID-44418733,201075
CID-205131,201076
CID-25178128,201077
CID-446155,201078
CID-165390,201079
CID-4046493,201080
CID-71718651,201081
CID-46232075,201082
CID-71719617,201083
CID-160481,201084
CID-445707,201085
CID-46700756,201086
CID-45481830,201087
CID-10204312,201088
CID-11655079,201089
CID-10467327,201090
CID-5277466,201091
CID-5287799,201092
CID-45487137,201093
CID-44388065,201094
CID-16760554,201095
CID-5320800,201096
CID-44456451,201097
CID-44446270,201098
CID-60974,201099
CID-71655222,201100
CID-447096,201101
CID-44584683,201102
CID-65355,201103
CID-91623362,201104
CID-6539794,201105
CID-17751009,201106
CID-44429065,201107
CID-11557656,201108
CID-44431481,201109
CID-49862543,201110
CID-25181318,201111
CID-12530,201112
CID-25271580,201113
CID-14796100,201114
CID-44408329,201115
CID-16131113,201116
CID-46232684,201117
CID-5288557,201118
CID-10146470,201119
CID-11629882,201120
CID-121921,201121
CID-71301236,201122
CID-5353431,201123
CID-10991121,201124
CID-130482,201125
CID-2734054,201126
CID-135819,201127
CID-44613579,201128
CID-44395086,201129
CID-5447130,201130
CID-6439060,201131
CID-6869,201132
CID-10871642,201133
CID-9863568,201134
CID-44342905,201135
CID-10425576,201136
CID-6119062,201137
CID-44456244,201138
CID-11414131,201139
CID-44438719,201140
CID-11636697,201141
CID-44144380,201142
CID-11156438,201143
CID-24894151,201144
CID-44349108,201145
CID-9831418,201146
CID-11963944,201147
CID-44322661,201148
CID-15604015,201149
CID-57336276,201150
CID-723230,201151
CID-504032,201152
CID-34870,201153
CID-445443,201154
CID-24880018,201155
CID-46703932,201156
CID-52945263,201157
CID-11844351,201158
CID-39836,201159
CID-11987878,201160
CID-65678,201161
CID-9851380,201162
CID-452142,201163
CID-15463450,201164
CID-56947043,201165
CID-44315477,201166
CID-10397593,201167
CID-44414856,201168
CID-10198431,201169
CID-46222045,201170
CID-23647241,201171
CID-44388125,201172
CID-131704304,201173
CID-44388064,201174
CID-44407683,201175
CID-44375820,201176
CID-439174,201177
CID-11129854,201178
CID-651586,201179
CID-16125109,201180
CID-44428663,201181
CID-44408336,201182
CID-449035,201183
CID-869109,201184
CID-94191,201185
CID-56208,201186
CID-44432659,201187
CID-44405859,201188
CID-52945256,201189
CID-10037784,201190
CID-43138589,201191
CID-10029432,201192
CID-11629326,201193
CID-236909,201194
CID-422478,201195
CID-73388818,201196
CID-10238,201197
CID-9872389,201198
CID-44568789,201199
CID-52940748,201200
CID-52942312,201201
