drug_pubchemcid,target_entrez
191362,4881
200378,18156
61907,6210
61907,3019
61907,11227
61907,9464
175969,17214
199643,7735
199643,2444
199643,17724
196945,12585
196945,9023
196936,10203
151923,259
190549,12969
53161,20648
53161,12969
200335,7775
185752,19042
199817,14361
199817,13856
116463,5218
116463,21124
200279,2089
200951,1575
200951,1752
200951,20583
200951,210
200951,19330
200951,15527
200951,1973
200951,21437
200951,20272
200951,7297
200923,501
200923,17082
136130,6024
136130,6682
172307,19769
172307,8497
198888,12969
156859,1425
156859,16297
156859,2261
156859,1108
190331,4973
110085,1243
110085,12858
110085,17214
110085,10595
192237,17591
192237,19050
192237,3089
179312,7425
179312,7704
179312,6306
146461,1243
146461,17214
146461,6024
146461,10595
144321,4434
144321,1243
144321,17214
198140,20161
73628,11133
199634,12464
71932,9219
71932,5271
199547,20313
190169,14016
200903,20313
197177,12969
142652,14897
142652,11078
79235,15517
126859,5871
74788,5136
107451,14484
96934,4410
96934,3999
96934,19339
58437,4410
58437,3999
147554,16297
147554,18664
147554,18694
147554,5271
196876,12232
31809,8801
31809,15099
31809,2589
54353,7382
55166,6024
44423,6024
201831,750
201704,18664
201704,14016
116448,19988
80999,8062
163259,14191
163259,4030
163259,14082
163259,2444
163259,17818
163259,17838
163259,16848
163259,3262
163259,17955
163259,17324
163259,6699
163259,12420
163259,19225
163259,18750
163259,19660
163259,12184
163259,11891
163259,11273
163259,3986
163259,9991
163259,9346
163259,18183
163259,4018
163259,14506
163259,2364
163259,15477
163259,22152
163259,16834
163259,1314
163259,3294
163259,19187
163259,3492
163259,14493
163259,16923
163259,20411
163259,18674
163259,9703
163259,3522
163259,19624
163259,9220
163259,15813
163259,20593
136526,18664
136526,14016
192399,9927
198435,11753
64136,11579
64136,5281
36070,5218
36070,10116
200398,14887
200398,6068
200398,12779
200398,14849
200398,16546
200398,12888
200398,18746
200398,20156
200398,10836
200398,945
200398,18473
200398,974
200398,21908
200398,13389
200398,5294
200398,9844
200398,14
200398,20160
200398,15267
200398,14778
145114,15482
145114,9927
65658,1836
65658,1626
65658,11203
65658,17880
200323,6024
200323,10879
200323,6682
188867,3999
201343,18124
176449,20748
176449,17158
176449,17973
176449,11378
176449,15816
176449,1782
176449,18603
176449,12759
27100,3058
27100,14191
27100,14082
27100,19398
27100,2444
27100,18201
27100,15354
27100,17818
27100,6811
27100,493
27100,16293
27100,4973
27100,7557
27100,16848
27100,3262
27100,17955
27100,2520
27100,2289
27100,13778
27100,2288
27100,12508
27100,19330
27100,10656
27100,21287
27100,5794
27100,12609
27100,10022
27100,15451
27100,18750
27100,19660
27100,12184
27100,14381
27100,10783
27100,21719
27100,8762
27100,16391
27100,15631
27100,11273
27100,7455
27100,3986
27100,6481
27100,20048
27100,2913
27100,9991
27100,6294
27100,9346
27100,12164
27100,20990
27100,17685
27100,10368
27100,18588
27100,18183
27100,1495
27100,18094
27100,12396
27100,8637
27100,6465
27100,15774
27100,19754
27100,14506
27100,15477
27100,22152
27100,16834
27100,17367
27100,11481
27100,3492
27100,14493
27100,16923
27100,36
27100,21569
27100,20411
27100,18674
27100,16384
27100,21100
27100,5181
27100,21787
27100,15178
27100,16828
27100,8243
27100,19624
27100,9220
27100,19300
27100,989
27100,9491
27100,20593
27100,3437
27100,18958
40966,6210
40966,6024
40966,10879
40966,6682
195638,18460
195638,20161
165581,5281
165581,12797
165581,20161
92583,501
92583,17082
190198,13976
190198,6268
190198,9564
111911,3019
198065,2416
188086,1243
188086,17214
188941,6281
188941,493
188941,15811
188941,8043
156546,4973
156546,16848
156546,17955
156546,14381
156546,10783
156546,10154
30111,4740
190244,768
153870,16475
153870,4048
153870,8146
193311,21753
193311,5871
187245,6024
159006,6024
159006,10879
159006,6682
154372,10362
114437,18342
114437,22030
114437,16737
114437,8616
114437,12699
114437,1614
114437,15493
114437,21249
180683,12096
32384,22030
32384,12699
198818,750
181692,11753
42943,8801
42943,2589
132965,8801
132965,7599
101866,5932
101866,14637
101866,7454
101866,8842
58762,17214
192894,21477
192894,870
192894,6901
192894,4303
192894,17176
192894,6752
192894,9809
192894,12024
192894,11284
192894,12736
192894,4813
192894,7477
192894,20227
192894,9450
192894,8583
86655,8616
86655,14856
86655,21047
86655,259
86655,21249
169768,19398
169768,2520
169768,16297
169768,20048
169768,1314
169768,21265
169768,7953
169768,19689
126525,21477
126525,14320
126525,3581
200659,20282
200659,19419
200659,8209
200659,6718
200659,7072
200659,6428
200659,10010
200659,6434
200659,21516
200659,8935
200659,19861
200659,7651
200659,13594
125442,8641
125442,8900
125442,18156
125442,9464
125442,20534
125442,1314
125442,14496
125442,12371
183620,14074
53089,3019
191538,17753
80745,9357
80745,550
80745,5143
80745,691
80745,18267
80745,21581
80745,2959
80745,3167
80745,3012
80745,313
116991,21376
116991,4018
116869,12295
116869,21761
116869,4018
196853,4712
172808,21477
172808,20582
172808,20559
172808,5429
172808,6014
172808,11284
172808,12736
172808,11203
172808,20437
190640,11078
101136,21477
101136,22274
101136,20582
101136,20559
101136,5429
101136,6014
101136,11284
101136,12736
101136,11203
101136,20437
188653,11433
188653,9453
192334,12969
202810,21719
163964,15660
201328,16132
191680,18750
40329,15660
61296,4973
61296,6428
61296,4270
61296,9451
61296,15826
61296,12826
61296,1724
61296,2876
61296,13386
61296,4039
40793,12117
24591,16297
24591,4827
24591,2945
24591,9617
190571,6245
188594,17753
190025,17753
60288,22030
60288,12699
60288,20471
202154,13560
99548,15606
193231,6428
193231,5918
195355,12858
167263,16297
199626,3297
198961,15606
189923,17158
189923,5222
189923,19151
156968,15534
156968,9821
156968,10731
156968,12499
156968,12096
191463,16950
32568,22100
27340,20063
178938,10106
178938,13610
178938,20696
178938,13178
178938,15982
178938,19187
178938,20516
193434,6245
193434,16264
61426,493
61426,6214
61426,5283
201534,6434
201701,7775
171273,17074
196291,7735
196291,7775
76323,6891
76323,18303
76323,3098
76323,21578
193599,4242
28695,6893
28695,10684
202882,7775
190683,2444
190683,18201
190683,15354
190683,4973
190683,3262
190683,12158
190683,18750
190683,3986
190683,9346
190683,18183
190683,6465
190683,19754
190683,14493
190683,20411
190683,9283
127303,51
193092,18266
117198,13210
117198,20166
117198,6807
117198,8625
117198,15517
117198,13603
117198,376
117198,4018
117198,12409
117198,3705
194734,13560
192651,12969
198699,19163
139196,8218
192226,3974
197157,17753
187722,4879
184960,16293
184960,4973
46092,10116
202141,6893
196958,20313
154890,17838
177052,16132
194760,5629
199396,7775
193312,5218
192562,19163
192562,4396
192562,3339
195487,1277
200688,16275
188217,5140
203146,19163
151966,17838
151966,19043
70641,13065
70641,6555
188711,12969
149123,20313
202495,750
188084,12969
199876,7775
195996,20313
195996,501
195996,17082
197560,7775
188882,5218
197483,15606
134290,17973
134290,15816
134290,18603
188264,10982
193237,6428
52571,3830
42128,20795
25352,501
25352,17082
194159,501
194159,17082
110122,11211
110122,10335
110122,11965
110122,20107
110122,2924
110122,13610
110122,3175
110122,20696
110122,13178
110122,22210
110122,9533
110122,20377
110122,9837
110122,9617
110122,16137
110122,14836
110122,17275
33592,20166
33592,9763
33592,6807
33592,13921
33592,12790
33592,376
33592,15610
33592,21100
33592,21043
33592,17656
33592,3071
33592,3830
33592,16789
193452,13689
193452,17726
193452,5531
191195,13689
191195,17726
191195,5531
162725,17217
193081,10338
193081,7373
193081,14379
193081,15823
193081,11408
193081,8407
193081,22112
106041,10338
194558,5624
194558,13620
192449,5624
192449,13620
199314,443
200209,14696
48116,17158
48116,5222
48116,19151
190974,19050
194543,13689
194543,17726
194543,5531
189516,1742
189516,10779
189516,18998
189516,19652
189516,6979
188129,13559
190133,10362
194927,20559
194927,671
189722,14499
201909,18124
29405,14378
29405,14074
29405,3089
189320,14378
199679,14074
100321,14074
202564,13689
202564,17726
202564,5531
198461,7171
194075,546
194075,12865
194075,21060
197607,12865
197607,21060
189846,493
90803,909
195755,21060
48729,14361
48729,7425
196228,10362
189580,17158
189580,5222
189580,19151
195349,17158
195349,5222
195349,19151
32548,7307
148320,10280
199211,11579
22797,881
59981,11579
59981,13679
59981,508
197696,12790
131235,16478
131235,17926
131235,1269
131235,6165
131235,3339
131235,3294
131235,1270
131235,13635
202964,5306
198761,5306
116071,14191
116071,493
116071,16293
116071,16848
116071,17955
116071,15451
116071,12184
116071,20313
116071,14381
116071,10783
116071,20923
116071,20990
116071,8043
116071,18588
116071,4242
116071,18183
116071,11192
116071,15477
116071,16834
116071,11481
116071,3492
116071,16923
116071,36
116071,18674
116071,8490
116071,9220
116071,20593
116071,9579
157129,15653
157129,15005
157129,18069
157129,1425
157129,21788
157129,4866
157129,15067
157129,16297
157129,14392
157129,17129
157129,8234
157129,409
157129,8947
157129,11343
157129,11246
157129,15608
157129,8091
157129,17812
157129,7953
157129,1616
157129,19689
185404,8801
185404,2589
179828,18564
179828,10659
172827,13275
172827,21932
172827,7262
172827,17515
172827,17693
172827,3987
189525,17074
76366,13560
23457,6304
23457,15759
23457,6294
23457,21622
23457,6357
23457,4712
23457,6383
23457,17504
195211,4879
34544,20467
34544,6541
34544,6113
34544,11540
34544,3928
34544,6312
34544,1193
34544,16732
34544,18813
34544,16604
34544,15881
34544,18304
34544,18666
34544,7878
34544,10709
34544,8035
34544,17949
34544,16904
198832,21568
198832,14640
197838,17907
198759,13791
180988,2758
189348,12232
132746,15199
117794,13557
83978,10879
193616,21761
200446,7470
201340,5218
192772,21761
192772,2758
192772,4566
192772,15061
192772,1895
186380,546
186380,22210
186380,9533
196509,7111
112698,2408
49693,21341
128482,17591
128482,5963
128482,19050
128482,14538
128482,7986
128482,3062
128482,3089
78390,6893
78390,20313
78390,7032
48590,16372
25358,14278
191292,21785
191292,12779
191292,18473
191292,14778
81432,10659
173819,7665
44090,21539
51968,13816
201830,3353
124426,17158
124426,5222
124426,19151
42618,21662
198338,304
102971,16297
194673,16275
189080,8218
44557,18324
44557,9996
44557,5652
193527,12631
197739,21622
197739,20116
110572,546
110572,12232
75326,5431
75326,11047
75326,13701
75326,14378
75326,4018
75326,14074
75326,893
75326,19187
75326,3089
75326,7890
83329,14378
191088,16098
54626,19339
178134,19339
158871,19339
190511,12232
193253,304
135478,12828
171241,10362
196906,10362
200552,12232
90436,17493
116238,7017
116238,17493
198175,706
189980,18207
79156,6428
182789,6428
182789,5918
181614,18424
189620,7382
201183,16137
201183,14836
196048,5729
202202,17158
202202,5222
202202,19151
193733,20046
197703,20046
203138,9511
203138,20046
56403,9357
56403,1381
56403,1697
56403,2118
56403,18890
56403,14333
56403,550
56403,8890
56403,5143
56403,14605
56403,16518
56403,20258
56403,691
56403,20810
56403,18267
56403,21581
56403,8555
56403,2737
56403,2959
56403,392
56403,5768
56403,3167
56403,3887
56403,13829
56403,1068
56403,20811
56403,21988
56403,3012
56403,21218
56403,313
201258,13323
131436,13071
189272,6428
140946,19398
140946,15395
140946,6718
140946,2520
140946,6428
140946,6268
140946,1547
140946,4586
140946,13386
140946,4039
196477,22100
198200,22100
115730,22100
188991,22100
193074,22100
203154,22100
195953,22100
200135,22100
147775,18045
147775,22100
201252,10362
191610,10362
197922,546
195110,20046
161760,4748
195323,13559
198851,13559
191530,8181
191530,18041
199192,18424
194694,19339
190080,14690
194878,5255
197330,19456
196137,19456
187550,10362
32775,14260
202951,20078
189405,10362
194567,18495
194567,743
82831,12232
188442,12232
198492,12232
196896,15660
201725,8201
94691,3834
184674,18424
175405,18424
187860,546
187860,21060
196749,14522
188899,18350
74537,18998
74537,6979
193631,16391
188150,16372
89693,2358
193500,2372
194671,11375
194671,18827
183189,17796
154854,567
196582,18384
196582,5420
196582,17575
196582,4895
184212,20662
200562,17973
200562,18603
203077,17973
203077,18603
193463,16098
202890,4879
189780,9996
198179,4879
115043,14637
115043,5927
199962,17158
199962,5222
199962,19151
201955,3022
201955,13678
198535,16676
198535,12861
195137,5624
195137,13620
124384,7454
124384,16475
124384,10599
163331,6434
190294,4879
200663,18183
200663,22152
200663,3437
198955,1556
198955,18124
154825,10362
192453,18891
187500,7454
187500,16475
187500,13559
187500,10599
194163,13867
194163,8497
193517,788
193517,17973
193517,15816
193517,18603
193517,12759
188463,12232
192499,12232
201220,2663
202625,19419
202625,6434
196501,2416
191043,13878
191043,15687
191043,20443
191043,14509
191043,15811
191043,3448
191043,11010
191043,13096
191043,14606
191043,1085
191043,1122
191043,21424
191043,17973
191043,19180
191043,3834
191043,11970
191043,9638
191043,2845
191043,16414
191043,7049
191043,15832
191043,4288
191043,10882
191043,18603
191043,15530
191043,11709
191043,7789
191043,12275
201457,6434
195071,6394
195071,19050
195071,21547
195071,14538
201966,12232
197639,13071
89003,4900
188577,7735
188577,6428
188577,5918
194721,6428
194721,5918
194721,5321
192149,6428
188148,6428
194194,6428
194194,5918
193827,6428
193827,5918
199834,6428
192172,14499
200172,12464
200172,9131
200172,1728
200172,12865
200172,306
200172,9360
200172,10707
200172,20351
200172,4012
200172,21265
200172,16676
200172,724
200172,14543
200172,4768
200172,12861
200172,7953
200172,875
124581,12464
52664,14499
52664,12464
52664,13603
52664,16875
52664,17697
52664,13138
52664,724
52664,12861
52664,12118
52664,19689
174523,5437
174523,1327
174523,7299
174523,18271
174523,8207
174523,5420
174523,13650
174523,17963
174523,8951
174523,7629
174523,3139
174523,379
174523,18146
174523,16421
174523,14897
174523,21843
174523,15196
174523,17066
174523,17046
174523,8638
199720,493
199720,5140
198062,5140
192939,3942
67266,6357
57068,6357
191676,5255
191676,7470
188059,550
188059,5143
188059,691
188059,20810
188059,21581
188059,3167
188059,3012
190033,13844
190033,8858
200699,13689
200699,17726
200699,5531
129435,6428
195970,10688
197132,13340
199172,18424
202507,18424
192828,18424
191930,18424
193351,18424
202465,18424
194297,493
194782,493
137688,277
137688,20946
137688,1584
192185,18793
139941,18183
139941,22152
139941,3492
139941,9111
199478,12232
160609,1752
160609,210
197438,6428
197438,5918
191336,6428
191336,5918
196977,6428
199507,6428
193209,6428
193209,5918
165561,7334
165561,20702
79471,13689
79471,17726
79471,5531
79471,11252
193191,20046
156666,22152
171421,22152
196394,22152
194886,22152
192676,22152
200743,22152
202341,22152
197499,22152
23643,22152
190020,12232
89643,3058
89643,1575
89643,4030
89643,7735
89643,1752
89643,19419
89643,22257
89643,21618
89643,13019
89643,20049
89643,4973
89643,391
89643,269
89643,6718
89643,17724
89643,17955
89643,17324
89643,210
89643,4073
89643,788
89643,14958
89643,20091
89643,13630
89643,17620
89643,19225
89643,13778
89643,782
89643,19330
89643,15373
89643,6428
89643,14938
89643,19375
89643,5738
89643,21948
89643,11891
89643,14381
89643,7211
89643,18167
89643,2617
89643,3397
89643,17116
89643,20678
89643,8766
89643,6535
89643,16391
89643,14586
89643,3624
89643,6481
89643,1973
89643,12135
89643,6660
89643,21437
89643,405
89643,18300
89643,7584
89643,11665
89643,15348
89643,2390
89643,6434
89643,22115
89643,20272
89643,13557
89643,19043
89643,19961
89643,1393
89643,12054
89643,12396
89643,20743
89643,13908
89643,12345
89643,6319
89643,3591
89643,9445
89643,14506
89643,3886
89643,7297
89643,1724
89643,6329
89643,20186
89643,13997
89643,20664
89643,11250
89643,19792
89643,6687
89643,8489
89643,22133
89643,18987
89643,21516
89643,13560
89643,14493
89643,16271
89643,3587
89643,20411
89643,6633
89643,16389
89643,2998
89643,17209
89643,21787
89643,15178
89643,9283
89643,16186
89643,16900
89643,11899
89643,13386
89643,1215
89643,15021
89643,12607
89643,15487
89643,13981
89643,7775
89643,6949
89643,15813
89643,9812
89643,9111
89643,989
89643,22254
89643,9476
89643,315
89643,4039
89643,9444
89643,13100
89643,19990
89643,5727
89643,3982
89643,11278
188145,12232
201813,21424
189767,20048
196184,12232
74860,19425
192642,19425
188501,2618
200907,8497
132337,8497
197705,8497
202396,20046
193917,20046
197318,20046
188681,18544
198241,14499
189870,18998
189870,6979
43169,17751
43169,3627
190432,12285
198574,2416
200215,18827
