chemical_pubchemcid,protein_entrez
83812,546
83812,7953
144253,9745
106194,4354
32896,3436
44230,546
44230,7953
56615,8900
56615,18156
114933,20313
103103,16132
60833,16889
37065,10357
87997,8201
87997,20385
164400,4964
162906,1072
162906,2964
146748,17796
155052,21827
44179,10203
101153,7425
101153,13488
77570,13560
40168,10116
26062,6893
41981,10116
156888,12969
168173,5843
168173,4902
168173,2622
73530,1617
98467,16390
114666,6383
30249,1752
162633,5335
162633,3062
162633,1614
162633,4714
89510,10116
50157,4354
122003,10116
187064,14842
187064,4018
100291,14016
39737,7735
83220,10982
127426,501
127426,17082
70614,11708
75128,750
44214,21100
149168,12046
22293,13071
25679,12096
145401,2931
86677,11309
64191,17267
132234,2062
178573,15832
76015,12096
118101,2884
99153,1277
60858,3492
58742,3591
55997,7629
165925,1556
165925,18124
70097,5624
70097,13620
93639,14897
39851,15150
127970,2261
182342,17973
182342,18603
65997,10362
131316,17973
131316,18603
157245,17973
157245,18603
131581,17973
131581,18603
159613,22043
79885,14074
127489,6807
127489,8611
127489,6304
127489,16913
127489,17504
63536,5696
78629,2416
40064,20720
40064,2530
40064,18124
40064,5848
177876,12339
177876,3475
138733,10362
94556,16297
135135,12556
85091,11579
142517,23
142517,1425
142517,16297
158054,3834
67433,10362
67433,1616
114679,14856
114679,21047
114679,259
85818,16635
126503,12950
126503,4888
126503,678
126503,4350
126503,13147
126503,4777
126503,17391
126503,2380
126503,8695
126503,13203
126503,15782
126503,20804
126503,18041
135055,4326
135055,18554
135055,10039
135055,16832
135055,7614
135055,14556
135055,701
135055,12366
179463,3250
179463,11580
179463,10990
100690,1742
100690,7260
37273,3250
37273,11580
37273,10990
37273,18786
42111,11580
127049,3250
127049,11580
127049,10990
78149,3250
78149,11580
78149,13809
78149,1622
78149,16579
78149,10990
134110,11580
72079,11580
55999,4705
55999,16203
55999,12556
58379,18146
128041,12858
177423,9283
174078,5010
97928,568
100767,405
100767,7584
100767,22115
100767,20743
100767,2876
100767,13560
100767,16271
100767,12607
100767,4549
186324,16067
186324,19988
138647,16145
138647,18998
138647,6979
138647,15806
94293,18493
94293,1280
94293,18303
94293,8163
94293,21271
94293,3054
94293,20048
94293,5222
94293,6345
94293,19298
94293,8398
94293,13559
94293,20669
94293,12759
94293,13361
94293,5271
94293,10659
32016,15099
83777,12293
127761,4334
127761,1425
127761,13559
127761,19187
44156,20810
183946,4821
168755,10731
149857,4613
149857,10902
99562,12568
99562,5814
99562,4613
99562,18409
99562,15305
99562,12985
25866,20431
110039,7262
110039,1514
110039,17515
110039,8735
110039,17693
110039,3987
67493,10022
67493,10251
67493,3591
67493,6197
67493,21906
68903,6197
134410,1072
140953,11753
84585,15759
84585,7063
40513,8497
157082,23
157082,5794
59717,5030
59717,4484
59717,20078
110786,750
102955,8801
102955,15099
102955,2589
116010,15660
116010,16336
66910,11334
166233,16857
166233,981
81199,6555
58820,10982
86080,16600
86080,12295
76285,11066
75780,5431
75780,21982
126465,4182
146261,4354
62724,5843
62724,4902
62724,2622
167421,5843
167421,4902
167421,2622
56046,21813
79894,2589
134678,1556
134678,18124
134678,6245
134678,16264
172841,1556
172841,18124
182416,18124
166516,1556
166516,18124
137005,1556
137005,18124
138476,20771
184334,7696
183951,259
183951,21249
50639,1556
146539,17973
146539,18603
98187,1556
98187,18124
43758,4354
119494,10116
157111,4879
126938,18424
107218,22100
171019,10116
44444,6807
44444,8611
44444,16913
56340,2348
60522,14903
29913,18925
51910,3834
172520,15186
33158,20769
125885,14019
125885,15921
150269,1556
150269,18124
150269,6245
150269,16264
113386,493
75653,18750
96739,6541
96739,6113
96739,11540
96739,3928
96739,6312
96739,1193
96739,15881
96739,18304
96739,10709
96739,8035
96739,17949
63747,4354
182124,15462
182124,23
182124,16430
182124,5351
182124,5794
182124,15606
182124,17158
182124,14538
182124,687
182124,22100
182124,3942
182124,12396
182124,17299
182124,18214
182124,21100
182124,2265
182124,20527
182124,3360
33221,20771
29171,22100
181893,12295
44219,4354
36030,4354
75446,4354
46469,14573
97803,12508
97803,21118
97803,3062
157731,21450
157731,1310
157731,5932
157731,14752
157731,14205
157731,21628
157731,2807
157731,13603
157731,13391
157731,8842
157731,20519
157731,21341
157731,20653
102871,15583
102871,6210
102871,11753
102871,10819
102871,4035
102871,19022
102871,18420
102871,3112
102871,8801
102871,19511
102871,7647
102871,16940
102871,10507
102871,1042
102871,18511
102871,4107
102871,5012
102871,20483
102871,14483
102871,12349
102871,7376
102871,51
102871,17967
102871,4772
102871,7991
102871,8056
102871,22030
102871,11979
102871,16793
102871,8718
102871,18724
102871,8954
102871,10610
102871,10683
102871,20014
102871,15099
102871,13050
102871,12490
102871,11951
102871,20329
102871,8616
102871,10717
102871,9960
102871,21202
102871,8946
102871,4352
102871,6696
102871,7203
102871,21761
102871,3438
102871,21204
102871,16079
102871,20172
102871,19870
102871,15463
102871,9827
102871,2758
102871,7159
102871,21339
102871,3755
102871,3032
102871,20592
102871,3983
102871,13567
102871,15098
102871,15186
102871,21232
102871,4525
102871,13603
102871,16829
102871,8947
102871,15172
102871,19712
102871,14726
102871,2505
102871,750
102871,12507
102871,22032
102871,10160
102871,8168
102871,6024
102871,14156
102871,5649
102871,15542
102871,448
102871,7599
102871,2499
102871,17345
102871,2740
102871,2167
102871,20409
102871,9672
102871,21382
102871,5467
102871,14454
102871,4566
102871,13062
102871,10648
102871,6903
102871,99
102871,1493
102871,22159
102871,13791
102871,9472
102871,15846
102871,14238
102871,12699
102871,12797
102871,1076
102871,17608
102871,5616
102871,56
102871,12322
102871,12340
102871,6906
102871,5817
102871,20534
102871,8314
102871,881
102871,15146
102871,16259
102871,662
102871,4470
102871,10879
102871,12833
102871,14075
102871,14496
102871,16543
102871,5927
102871,21652
102871,4843
102871,17494
102871,16612
102871,18664
102871,10399
102871,15629
102871,2228
102871,10595
102871,1694
102871,13592
102871,6189
102871,7414
102871,13868
102871,14016
102871,1270
102871,20225
102871,13325
102871,21043
102871,6682
102871,1039
102871,9871
102871,12090
102871,2770
102871,2793
102871,8272
102871,12371
102871,13797
102871,21275
102871,17656
102871,19227
102871,21249
102871,17806
102871,9227
102871,17438
102871,15061
102871,2589
102871,3493
102871,12740
102871,20418
102871,138
102871,4856
102871,3116
102871,19373
102871,42
102871,173
102871,21397
102871,1895
102871,12611
102871,3071
102871,19271
102871,3830
102871,7375
102871,10371
71298,12699
31123,2089
80059,1556
45469,10116
146055,8201
146055,20385
41037,3863
41037,9760
41037,11103
41037,7345
41037,14364
41037,13636
41037,1904
41037,18468
41037,15430
41037,19159
41037,22065
41037,17423
41037,20653
43858,19761
43858,14287
43858,20505
43858,12143
43858,8947
43858,18746
43858,2318
43858,4827
43858,3131
43858,8439
43858,9617
43858,19187
43858,8424
43858,169
76848,9564
80716,9564
106629,4354
146132,1556
56758,34
56758,17136
143769,13834
143769,16432
80918,20653
118226,8609
40149,15832
134366,12699
62228,7198
174676,9365
145635,14522
124984,4354
67546,18395
67546,15416
67546,12453
67546,3556
67546,1775
99804,8568
99804,16099
156353,13111
156353,412
156353,20328
156353,500
156353,11786
156353,4487
156353,6119
156353,22139
75419,12029
75419,580
58526,9939
91003,92
91003,750
180173,92
180173,750
38772,15712
38772,7408
181534,15583
181534,6210
181534,11753
181534,10819
181534,4035
181534,19022
181534,18420
181534,3112
181534,8801
181534,19511
181534,7647
181534,16940
181534,10507
181534,1042
181534,18511
181534,4107
181534,5012
181534,20483
181534,14483
181534,12349
181534,7376
181534,51
181534,17967
181534,4772
181534,7991
181534,8056
181534,22030
181534,11979
181534,16793
181534,8718
181534,18724
181534,8954
181534,10610
181534,10683
181534,20014
181534,15099
181534,13050
181534,12490
181534,11951
181534,20329
181534,8616
181534,10717
181534,9960
181534,21202
181534,8946
181534,4352
181534,6696
181534,7203
181534,21761
181534,3438
181534,21204
181534,16079
181534,20172
181534,19870
181534,15463
181534,9827
181534,2758
181534,7159
181534,21339
181534,3755
181534,3032
181534,20592
181534,3983
181534,13567
181534,15098
181534,15186
181534,21232
181534,4525
181534,13603
181534,16829
181534,8947
181534,15172
181534,19712
181534,14726
181534,2505
181534,750
181534,12507
181534,22032
181534,10160
181534,8168
181534,6024
181534,14156
181534,5649
181534,15542
181534,448
181534,7599
181534,2499
181534,17345
181534,2740
181534,2167
181534,20409
181534,9672
181534,21382
181534,5467
181534,14454
181534,4566
181534,13062
181534,10648
181534,6903
181534,99
181534,1493
181534,22159
181534,13791
181534,9472
181534,15846
181534,14238
181534,12699
181534,12797
181534,1076
181534,17608
181534,5616
181534,56
181534,12322
181534,12340
181534,6906
181534,5817
181534,20534
181534,8314
181534,881
181534,15146
181534,16259
181534,662
181534,4470
181534,10879
181534,12833
181534,14075
181534,14496
181534,16543
181534,5927
181534,21652
181534,4843
181534,17494
181534,16612
181534,18664
181534,10399
181534,15629
181534,2228
181534,10595
181534,1694
181534,13592
181534,6189
181534,7414
181534,13868
181534,14016
181534,1270
181534,20225
181534,13325
181534,21043
181534,6682
181534,1039
181534,9871
181534,12090
181534,2770
181534,2793
181534,8272
181534,12371
181534,13797
181534,21275
181534,17656
181534,19227
181534,21249
181534,17806
181534,9227
181534,17438
181534,15061
181534,2589
181534,3493
181534,12740
181534,20418
181534,138
181534,4856
181534,3116
181534,19373
181534,42
181534,173
181534,21397
181534,1895
181534,12611
181534,3071
181534,19271
181534,3830
181534,7375
181534,10371
114003,11936
62138,9817
63544,13958
63544,11513
63544,3627
63544,12788
63544,19292
63544,14380
63544,15327
63544,4655
63544,12337
63544,10142
63544,9533
63544,5757
63544,14038
63544,19936
63544,16304
63544,21100
92201,1424
92201,7629
59895,546
59895,21060
59895,9461
59895,8455
103388,18664
42154,18424
92972,4352
92972,22178
43179,10116
29786,1752
29786,1548
29786,18244
29786,12236
29786,19000
29786,1454
29786,19037
53155,15606
53155,13784
53155,8839
175020,10107
175020,6240
175020,16954
175020,12556
175020,8155
80965,9763
108816,20653
28906,14125
28906,18427
28906,6383
28906,15480
115760,16690
187030,12158
167990,15890
140145,5794
144333,19398
144333,23
144333,3300
144333,9394
144333,8755
144333,4888
144333,304
144333,1676
144333,17267
144333,6209
144333,15005
144333,8871
144333,20927
144333,2520
144333,1280
144333,19225
144333,15067
144333,10022
144333,9960
144333,2348
144333,17158
144333,21267
144333,20810
144333,21773
144333,22100
144333,8336
144333,6306
144333,11034
144333,14045
144333,8732
144333,7806
144333,14836
144333,12200
144333,9872
144333,5334
144333,22267
144333,10985
144333,5271
144333,5046
144333,17672
126447,12046
59796,13809
59796,1622
133299,20313
94627,8546
94627,171
94627,5077
167641,19398
167641,17838
167641,2520
167641,10022
167641,21265
167641,4452
167641,14640
31958,546
31958,19113
31958,5281
31958,5794
31958,10022
31958,10338
31958,6434
31958,1782
31958,1518
31958,15506
31958,19187
31958,16384
31958,13361
31958,6663
124141,1907
128873,16283
128873,16172
122150,18342
177078,21761
186803,21761
81398,21761
149751,21761
116436,21761
137468,21761
178664,21761
111156,21761
186409,21761
178195,21761
120523,21761
83542,21761
103540,21761
45506,21761
132528,21761
35966,21761
66531,21761
175183,21761
50432,21761
74852,21761
108212,21761
146679,21761
41936,21761
71246,21761
148006,21761
131858,21761
37054,21761
148209,21761
119208,21761
126660,21761
174546,21761
165839,21761
152595,21761
181385,21761
92202,21761
70382,21761
117895,21761
134387,21761
187466,21761
106749,21761
168858,21761
160965,21761
149071,21761
75619,21761
151832,21761
59111,21761
54176,21761
83684,21761
127328,21761
179329,21761
114398,21761
146936,21761
64862,21761
168021,21761
134902,21761
168221,21761
112312,21761
97033,21761
151739,21761
59875,21761
153601,21761
68534,21761
114722,21761
59969,21761
53180,21761
64550,21761
148901,21761
175122,21761
110521,21761
104861,21761
135956,21761
178711,21761
74212,21761
92705,21761
157745,21761
85409,21761
156538,21761
99060,21761
144363,21761
118572,21761
135761,21761
119964,21761
50430,19019
104078,18342
104078,1668
104078,1136
104078,12568
104078,21761
104078,13609
104078,10362
104078,13262
104078,19367
104078,2180
104078,4344
104078,9675
104078,11383
104078,19413
106193,13695
106193,13610
75881,6210
171800,7218
58042,21761
89040,8442
89040,14456
106000,11515
168600,21761
176938,21761
183561,13071
61832,11252
61832,19674
50445,7218
155290,21761
182536,21761
51424,21761
109216,21761
112933,21761
75318,21761
183365,21761
125533,21761
156132,21761
120297,21761
122421,21761
116175,21761
81619,5281
81619,20279
81619,19524
81619,12131
81619,5559
140010,2510
75792,17692
148072,8801
148072,2589
98416,21761
33676,21761
181051,8177
37187,2250
104462,21761
164253,493
164253,15811
164253,5794
65382,1547
152233,7470
113332,7470
107790,21761
164413,21761
177942,21761
31380,21761
46865,21761
146166,21761
184777,14205
28267,5430
123658,21761
120884,21761
74552,21761
157005,13071
157005,20775
119553,12963
119553,7470
167378,7470
61062,5255
32717,5255
29233,5255
165983,5255
35495,5255
45008,5255
109342,5255
136397,5255
34678,5255
158562,21761
93704,21761
28037,21761
85634,21761
144833,21761
44362,15061
54742,21265
42493,21761
42493,4018
152431,21761
80853,21761
50338,21761
144639,21761
160351,21761
105022,21761
68805,21761
169399,7470
43328,2924
26740,2758
166952,9464
182797,13805
97012,7544
97012,13111
97012,19930
97012,13805
97012,4487
59030,21640
59030,17361
52137,7470
114037,21100
128208,4930
128208,2202
122638,21761
86621,21761
48793,21761
62426,21761
25850,21761
153444,21761
137121,21990
169357,2875
157357,19187
88307,5255
40001,5255
40001,12963
40001,7470
185708,17214
185708,8616
185708,11133
185708,14726
185708,6024
185708,448
185708,10222
185708,10879
185708,10595
185708,259
185708,6682
185708,19045
185708,21249
106975,6214
124954,6214
124954,17271
35041,7470
180781,7470
65837,5255
65837,7470
85221,7470
94157,7470
109560,7470
76170,9675
52945,7470
140074,7470
153002,7470
110046,7470
70502,7470
146458,7470
30251,10702
159666,7470
36872,7470
161463,7470
132209,7470
83323,7470
78350,7470
170601,7470
170031,7470
128401,7470
31531,7470
184142,7470
155227,7470
149211,7470
175607,7470
151996,7470
58874,7652
58874,12072
41405,8790
94737,360
94737,16133
77177,2618
77177,10690
77177,360
77177,16133
69365,9645
157212,3167
81814,20048
95691,7470
95092,7470
163215,7470
88830,7470
61151,7470
166733,7470
137830,7470
167437,7470
166740,14842
126038,546
126038,16950
126038,10166
126038,3689
126038,21773
126038,12718
126038,16875
126038,15982
126038,945
126038,9158
126038,18207
126038,4199
126038,21813
186689,10702
76937,7470
42844,5420
42844,21843
174394,5420
174394,21843
185335,21843
166270,6214
96594,7470
167866,21761
57946,750
165372,750
109017,7470
57247,21761
116819,7470
60036,7470
176851,7470
148012,21761
105575,5649
153209,21578
125398,12963
125398,7470
153322,5255
153322,7470
90623,21761
170508,7470
77518,21761
154806,4566
60321,7470
85194,7470
181441,7470
113841,7470
29909,7470
152287,7470
86611,5255
86611,7470
135029,17575
54809,7470
59261,5255
59261,12963
59261,7470
138608,7470
130203,7470
65627,4080
65627,15581
77645,1742
78146,1742
77785,1742
146698,1742
167166,1742
149400,1742
22356,1742
126395,1742
78641,1742
105430,1742
186747,12011
34283,7470
149488,7470
138665,19282
138665,9533
156299,12158
156299,18750
156299,15846
156299,14238
66064,21761
179464,21761
126878,21761
126656,21761
152898,7192
24549,12963
24549,7470
28081,12963
28081,7470
27436,21761
168378,5255
168378,7470
152974,7470
138145,7470
187310,7470
138754,7470
99022,7470
133830,7470
109578,7470
42053,17796
84235,7470
109287,21761
145614,5649
123387,7470
98658,7470
185717,5255
185717,12963
185717,7470
92190,2089
89531,13557
53908,11895
84012,5335
84012,23
84012,8755
84012,17838
84012,6843
84012,15759
84012,2520
84012,14292
84012,14977
84012,15905
84012,6628
84012,19151
84012,14087
84012,1782
84012,21780
84012,1314
84012,21265
84012,8732
84012,19522
84012,17504
84012,7677
84012,2436
84012,12436
94237,881
94237,10354
122192,6214
27996,5978
112679,8755
112679,14905
173515,5420
55832,17575
76803,11514
76803,4712
45354,2618
45354,360
91097,17627
96473,16132
96473,10399
51236,14581
51236,14721
24061,13878
24061,8400
182220,4354
77101,4354
77101,18786
82937,5431
82937,12858
82937,21982
159229,6024
65834,8801
65834,15099
65834,2589
72604,8801
72604,15099
129433,18744
162563,15832
73811,6210
44149,6210
35981,6210
95008,1626
95008,11203
95008,17880
73062,11203
152723,11203
82140,8801
82140,2589
109336,18793
61385,5431
61385,21982
171619,5431
171619,21982
54928,5431
